,sents,chapter,entities,chunks,label
110,"But, with arguments of the greatest certainty, Tycho Brahe has demolished the solidity of the orbs, which hitherto was able to serve these moving souls, blind as they were, as walking sticks for finding their appointed road; and hence the planets complete their courses in the pure aether, just like birds in the air.",2.0,"[('Tycho Brahe', 'NAME'), ('aether', 'ASTR')]","[arguments, the greatest certainty, Tycho Brahe, the solidity, the orbs, hitherto, these moving souls, they, sticks, their appointed road, the planets, their courses, the pure aether, birds, the air]",0
111,"Therefore, we shall have to philosophize differently about: these models.",2.0,[],"[we, these models]",0
112,"Let it then be assumed among the first: principles, that every force by which motions of this sort: are administered dwells in the body of the planet itself, and is not: to be sought: outside it",2.0,[],"[it, principles, every force, motions, this sort, dwells, the body, the planet, itself, it]",0
113,"Now the planet: must execute a perfect circle in the pure aether by its inherent: force, an epicycle in the first model and an eccentric in the second.",2.0,"[('aether', 'ASTR'), ('epicycle', 'ASTR'), ('eccentric', 'ASTR')]","[the planet, a perfect circle, its inherent: force, an epicycle, the first model, an eccentric, the second]",0
114,"It is therefore clear that the mover will to have two jobs: first, it must have a faculty strong enough to move its body about, and second, it: must have sufficient knowledge to find a circular boundary in the pure aethereal air, which in itself is not divided into such regions.",2.0,[],"[It, the mover, two jobs, it, a faculty, its body, it, sufficient knowledge, a circular boundary, the pure aethereal air, itself, such regions]",0
115,This is the function of mind.,2.0,[],"[the function, mind]",0
116,"Please don't tell me that the motive faculty itself, a scion of a simple and brute soul, has a native altitude for circular motion, exactly like a stone's nature to descend in a straight line.",2.0,"[('altitude', 'ASTR')]","[me, the motive faculty, itself, a scion, a simple and brute soul, a native altitude, circular motion, a stone's nature, a straight line]",0
117,For I deny that God has created any perpetual non-rectilinear motion that is not ruled by a mind.,2.0,[],"[I, God, any perpetual non-rectilinear motion, a mind]",0
118,"Even in the human body, all the muscles move according to tire principles of rectilinear motions.",2.0,[],"[the human body, all the muscles, tire principles, rectilinear motions]",0
119,"They either swell by contacting info themselves, or stretch out, the ends moving apart: in the former case, the member approaches the muscle, while in the latter, the member recedes.",2.0,[],"[They, info, the ends, the former case, the member, the muscle, the member]",0
120,This same thing takes place in its own way in the circular muscles  that are set up as guards for orifices.,2.0,[],"[This same thing, place, its own way, the circular muscles, guards, orifices]",0
121,"When they are extended by the circular filaments, they relax and open the passage, and constrict it when the filaments return into the form of a smaller circle.",2.0,[],"[they, the circular filaments, they, the passage, it, the filaments, the form, a smaller circle]",0
122,There is no member whatever that rotates uniformly and without impediment.,2.0,[],"[no member, impediment]",0
123,"On the contrary, the bending of the head, feet, arms, and tongue is expressed in certain mechanical devices by many straight muscles carried across or stretched out from one place to another.",2.0,[],"[the contrary, the bending, the head, feet, arms, tongue, certain mechanical devices, many straight muscles, one place]",0
124,"In this way it is brought about that the motive faculty, which by its own nature tends in a straight line, swings its member in a gyre.",2.0,[],"[this way, it, the motive faculty, its own nature, a straight line, its member, a gyre]",0
125,"Likewise, certain machines raise water to great heights, not because the nature of the body, which conveys the motion, tends to an exalted position, but because, by an arrangement of channels, it is brought about that the water necessarily gives way upwards when a greater weight tends downwards.",2.0,[],"[certain machines, water, great heights, the nature, the body, the motion, an exalted position, an arrangement, channels, it, the water, way, a greater weight]",0
126,"And even if the motion of certain members were perfectly circular, they7 nonetheless could not be perpetual.",2.0,[],"[the motion, certain members, they7]",0
127,"There should be no great wonder at this, since in the human body mind presides over the animate faculty.",2.0,[],"[no great wonder, the human body mind, presides, the animate faculty]",0
128,"Surely, then, if there had been any way of so constructing some moving faculty that it might be able to rotate some body, it would not have been neglected in the human body.",2.0,[],"[any way, some moving faculty, it, some body, it, the human body]",0
129,"Besides, it is quite impossible for any mind to manifest a circular path without recourse to the guidepost either of a center or of some body which might appear under a greater or smaller angle according to its approach or recession.",2.0,[],"[it, any mind, a circular path, recourse, the guidepost, a center, some body, a greater or smaller angle, its approach, recession]",0
130,"For a circle is both defined and brought to perfection by the same criterion, namely, equality of distance from the middle.",2.0,[],"[a circle, perfection, the same criterion, distance, the middle]",0
131,"No matter how many of these motive faculties you set up, a circle, even for God, is nothing other than what was just said.",2.0,[],"[these motive faculties, you, a circle, God, nothing, what]",0
132,"Geometers do, of course, show how, given three points on a circumference, to form a continuous circle, but in this very proof it is presupposed that some portion of the circumference (that which passes through the three points) is already constructed.",2.0,[],"[Geometers, course, three points, a circumference, a continuous circle, this very proof, it, some portion, the circumference, the three points]",0
133,"Who, then, will show the planet this starting place, in conformity with which it will make the rest of its path?",2.0,[],"[Who, the planet, this starting place, conformity, it, the rest, its path]",0
134,"This is possible in no other way than if the planet's mover (as in Avicenna's opinion) imagine for itself the center of its orb and its distance from it, or if it be assisted by providing some other property of a circle in order to lay out its own circle.",2.0,"[('orb', 'ASTR')]","[no other way, the planet's mover, Avicenna's opinion, itself, the center, its orb, its distance, it, it, some other property, a circle, order, its own circle]",0
135,We will therefore now form the phys,2.0,[],"[We, the phys]",0
136,"ical hypothesis of these two models in another way In the latter, simpler one, if our supposition is valid that the mover driving the planet around the path γεδ is in the planet itself, there will have to accrue to the planet's mover some sort of awareness of the apparent magnitude of the body at α seen (or as if seen) from γ, ε, η, δ. The planet will therefore have to strive both to move forward uniformly (this the undivided",2.0,[],"[ical hypothesis, these two models, another way, our supposition, the mover, the planet, the path γεδ, the planet, itself, the planet's mover, some sort, awareness, the apparent magnitude, the body, α, γ, ε, The planet]",0
